2015-12-15 16:49:42.6605|Info|Sensor.MainWindow..ctor| message :  Avvio Applicazione: Sensor 1.0.0.0 
2015-12-15 16:50:30.9818|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:30.9818|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:30.9818|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-15 16:50:30.9818|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:30.9818|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:31.9878|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:32.9889|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:33.9900|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:34.9910|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:35.9921|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:36.9932|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:37.9945|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:38.9954|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:39.9964|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 9 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 8 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:40.9975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:42.0075|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:43.0277|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:44.0287|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:45.0298|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:46.0304|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:47.0315|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:48.0335|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:49.0345|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:50.0408|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:51.0423|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:51.0423|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 9 
2015-12-15 16:50:51.0423|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:51.0423|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:51.0423|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 8 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:50:51.0443|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:52.0535|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:53.0546|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:54.0556|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:55.0567|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:56.0578|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:57.0588|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:58.0599|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:50:59.0610|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:00.0618|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 9 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 8 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:01.0623|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:02.0753|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:03.0764|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:04.0773|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:05.0787|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:06.0926|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:07.0943|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:08.0954|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:09.0964|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:10.0975|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 9 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 8 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:11.0986|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:11.1066|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-15 16:51:11.1066|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:11.1066|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:11.1066|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-15 16:51:11.1066|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:11.1066|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:12.1086|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:13.1097|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:14.1107|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:15.1118|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:16.1129|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:17.1216|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:18.1229|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:19.1240|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:20.1260|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 9 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 8 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
